Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250307\250308_++Cas_ML_I.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_1.raw	I:\Fadime\250307\250308_++Cas_ML_II.raw	I:\Fadime\250307\250308_++Cas_ML_III.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_II.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_2.raw	I:\Fadime\250307\250308_-N+C_ML_I.raw	I:\Fadime\250307\250308_-N+C_ML_III.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_III.raw	I:\Fadime\250307\250308_-N+C_ML_II.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_I.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_3.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_I.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_II.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_III.raw
SPO3170	"Peptidase, M23/M37 family"				585694	388519	595116	629530		382140	431300	455934		419367		408176		95063.7	
SPO3171	OmpA domain protein				1.96165e+06	2.17047e+06	3.94893e+06	3.8975e+06		1.99095e+06	2.45682e+06	2.25562e+06		2.43686e+06		2.23473e+06			
SPO3172	MotA/TolQ/ExbB proton channel family protein				3.73725e+06	4.11146e+06	6.43581e+06	6.22336e+06		3.63777e+06	4.09322e+06	3.92934e+06		3.86293e+06		3.90995e+06			
SPO3173	glutathione-specific gamma-glutamylcyclotransferase (EC 4.3.2.7)				1.59197e+06	2.13252e+06	1.83538e+06	1.96404e+06		2.00507e+06	2.80561e+06	2.71521e+06		2.66696e+06		2.05805e+06			
SPO3174	DUF2125 domain-containing protein				1.85219e+06	2.4207e+06	2.31483e+06	2.38102e+06		2.41249e+06	2.67768e+06	2.74202e+06		2.73226e+06		2.57224e+06	78348.2		
SPO3175	Extensin-like C-terminal domain-containing protein				1.40078e+06	1.53062e+06	1.38648e+06	1.33701e+06	1.45354e+06	1.63139e+06	1.63555e+06	1.61749e+06	1.73085e+06	1.7333e+06	1.79708e+06	1.59345e+06	667717	803493	440408
SPO3176	Prephenate dehydrogenase (EC 1.3.1.12)				2.55111e+06	3.71057e+06	3.62936e+06	3.50337e+06		3.33162e+06	3.61355e+06	3.6656e+06		3.77762e+06		3.35679e+06			
SPO3177	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)				4.994e+06	6.34086e+06	5.52168e+06	5.69395e+06	3.59234e+06	6.32321e+06	7.15558e+06	7.09156e+06	3.58381e+06	7.25588e+06	3.52232e+06	6.71656e+06			158563
SPO3178	Aminotransferase class V domain-containing protein				618408	201553	307082	335581		196134	91649	87711.6		105726		197022			
SPO3179	"Transcriptional regulator, AsnC family"				575492	615905	521398	410597		541788	543473	466908		530677		468660			
SPO3180	Ribose 5-phosphate isomerase B (EC 5.3.1.6)				4.5215e+06	6.38448e+06	4.61249e+06	4.62409e+06	6.51077e+06	6.05147e+06	5.07432e+06	4.95066e+06	7.23287e+06	5.01211e+06	4.23093e+06	6.10041e+06		3.08982e+07	1.14976e+07
SPO3181	Small ribosomal subunit protein uS4 (30S ribosomal protein S4)				9.50829e+07	9.38918e+07	6.84953e+07	6.90812e+07	3.23961e+07	9.8612e+07	1.04493e+08	1.02995e+08	3.1755e+07	1.04476e+08	3.40577e+07	9.87802e+07	9.32984e+06	1.61629e+07	6.66244e+06
SPO3182	Hedgehog/Intein (Hint) domain-containing protein				552770	433260	523554	372404		405735	549199	514860		540194		428125	96071.4		
SPO3183	"Oxidoreductase, molybdopterin-binding protein"				1.40491e+06	1.52218e+06	1.59028e+06	1.60695e+06		1.46747e+06	1.52813e+06	1.4234e+06	6.49132e+07	1.45394e+06		1.57312e+06	3.16658e+06	3.89356e+06	2.98211e+06
SPO3184	"Acetyltransferase, GNAT family"				160466	215854	232463	248082		203633	198922	227179		217437		237830			
SPO3185	"Transcriptional regulator, GntR family"				519426	598045	521507	503624		578372	595653	611369		623106		613596			
SPO3186	Glycine betaine transporter				264617	200907	420063	394706		155509	150110	187470		167512		207056			
SPO3187	(2R)-3-sulfolactate dehydrogenase				1.74599e+06	1.49122e+06	1.68201e+06	1.74005e+06		1.5257e+06	1.24518e+06	1.18314e+06		1.17625e+06		1.46813e+06			557707
SPO3188	DUF3726 domain-containing protein				726889	549649	648780	654625		567895	410496	417018		431677		488162			
SPO3189	Uncharacterized protein				370072	361683	359269	353012		353997	341171	346703		322606		320623			
SPO3190	Renal dipeptidase family protein				353066	430800	443388	492241		481100	327616	374098		324645		478078			
SPO3191	Aldehyde dehydrogenase family protein				818278	1.17197e+06	1.0446e+06	993972		1.20657e+06	824869	812232		801588		1.23395e+06			
SPO3192	"Transcriptional regulator, LysR family"				438900	885890	458646	443562		804582	781466	749516		752487		817135			
SPO3193	Lysophospholipase				4.14357e+06	4.90709e+06	3.79585e+06	4.04254e+06		4.71794e+06	4.34418e+06	4.32163e+06		4.38865e+06		5.15117e+06		604049	
SPO3194	Vitamin B12-dependent ribonucleotide reductase (EC 1.17.4.1)				1.84913e+07	1.51954e+07	2.2821e+07	2.20746e+07	1.93978e+07	1.46124e+07	1.72499e+07	1.75884e+07	1.88586e+07	1.67606e+07	1.82211e+07	1.55644e+07	390827	324019	672788
SPO3195	Histone deacetylase family protein				2.93325e+06	2.08667e+06	4.16168e+06	4.33112e+06		2.1786e+06	2.04138e+06	1.94413e+06		1.96898e+06	1.65844e+06	2.31747e+06			452550
SPO3196	DNA repair protein RecO (Recombination protein O)				1.0547e+06	694350	796716	869169		625643	520860	550302		507334		587711			
SPO3197	DUF306 domain-containing protein				185146	309586	225640	225805		334949	348556	254068		279857		353844			
SPO3198	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)				5.32615e+06	6.28085e+06	4.4035e+06	4.36059e+06	7.30776e+06	6.8148e+06	6.16988e+06	6.5483e+06	5.38389e+06	6.49326e+06	7.11757e+06	6.73606e+06		223704	1.1526e+07
SPO3199	Signal peptidase I (EC 3.4.21.89)				1.19359e+07	1.16631e+07	8.71448e+06	8.71383e+06		1.35123e+07	1.28478e+07	1.23219e+07		1.22194e+07		1.29369e+07	323933	190245	323395
SPO3200	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)				3.17343e+06	3.53911e+06	2.2154e+06	2.21298e+06		3.53325e+06	2.99288e+06	3.08656e+06		3.11185e+06		3.46405e+06		1.05424e+06	
SPO3201	Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)				1.54938e+07	1.29475e+07	1.51581e+07	1.49847e+07	1.19514e+07	1.30733e+07	1.40157e+07	1.43627e+07	1.25207e+07	1.38747e+07	1.31178e+07	1.29993e+07	2.24046e+06	1.34962e+06	2.45368e+06
SPO3202	DUF2062 domain-containing protein				79733	160636	139091	118087		137144	190487	197613		157587		106670			
SPO3203	GTP pyrophosphokinase rsh ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase)				3.37125e+06	4.01422e+06	3.42305e+06	3.34158e+06		3.84264e+06	3.89288e+06	3.86711e+06	2.97596e+06	3.7921e+06		3.89498e+06			
SPO3204	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)				3.55507e+06	1.08634e+07	7.04305e+06	8.91666e+06	6.83263e+06	8.587e+06	9.03685e+06	7.83145e+06	6.65485e+06	7.93489e+06	8.20906e+06	8.87787e+06	371217	128739	423967
SPO3205	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase)"				1.05757e+06	1.30435e+06	1.10478e+06	1.31867e+06		1.26981e+06	1.15488e+06	1.11353e+06		1.10504e+06		1.18217e+06			
SPO3206	NYN domain-containing protein				1.4439e+07	1.90739e+07	1.59521e+07	1.5918e+07	1.62412e+07	1.84804e+07	2.06666e+07	2.13401e+07	1.78892e+07	2.04969e+07	1.50392e+07	1.98348e+07	313555	137772	195293
SPO3207	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)				6.94581e+06	6.00344e+06	6.92256e+06	7.12224e+06	4.74769e+06	6.02947e+06	7.11134e+06	7.12997e+06	3.99064e+06	7.27317e+06	1.87746e+07	6.10586e+06	1.06658e+07		410749
SPO3208	Glutathione S-transferase family protein				551294	656209	766158	769774		552885	719569	733666		738948		559298	198409		
SPO3209	"Transporter, LysE family"					19859.9										20947.5			
SPO3211	Methyltransferase domain-containing protein				1.15016e+06	1.07227e+06	971012	1.09861e+06		1.17036e+06	1.1733e+06	1.12082e+06	1.84186e+06	1.15443e+06		1.18438e+06		242084	
SPO3212	Ribonuclease H (RNase H) (EC 3.1.26.4)				2.7615e+06	2.88654e+06	2.46186e+06	2.5326e+06	3.36252e+06	2.96931e+06	3.04989e+06	3.11947e+06		3.05419e+06		2.87505e+06			
SPO3213	"Membrane protein, putative"					107422	34555	61411.3		93146.3	97360.1	78588.4		76892.5		86963.2			
SPO3216	Methionyl-tRNA formyltransferase (EC 2.1.2.9)				3.97425e+06	2.89982e+06	4.36403e+06	4.57293e+06	4.93072e+06	2.95861e+06	3.90821e+06	3.85059e+06		3.9583e+06	2.87844e+06	3.13307e+06	148654	740530	328959
SPO3217	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)				4.25554e+06	3.3504e+06	3.67317e+06	3.74522e+06	2.4523e+06	3.28474e+06	3.67514e+06	3.64006e+06	1.71874e+06	3.45945e+06	1.86041e+06	3.13197e+06			
SPO3218	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)				2.25466e+06	2.15687e+06	1.86214e+06	2.02919e+06		2.22914e+06	2.57635e+06	2.55993e+06		2.57872e+06		2.15106e+06			
SPO3219	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)				1.62428e+06	2.98005e+06	3.09036e+06	3.25992e+06	2.13023e+06	2.61431e+06	3.29104e+06	3.01589e+06	2.64968e+06	2.98627e+06	2.51564e+06	2.78368e+06	2.31316e+06	93466.4	
SPO3220	cysteine-S-conjugate beta-lyase (EC 4.4.1.13)				2.522e+07	2.44279e+07	2.95414e+07	2.96263e+07	2.49151e+07	2.31302e+07	2.43747e+07	2.44099e+07	2.16227e+07	2.39333e+07	2.62491e+07	2.35973e+07	366959	490740	936940
SPO3221	Uncharacterized protein				972174	1.2655e+06	865634	848299		1.30199e+06	818209	845733		862910		1.21898e+06			
SPO3222	GST N-terminal domain-containing protein				1.45544e+06	1.3137e+06	1.38494e+06	1.37781e+06		1.24489e+06	1.59401e+06	1.50651e+06		1.56305e+06		1.19273e+06			
SPO3223	Response regulator				59556.8	109748		73342.3		63890.3	162980	89887.3		149730		56028.3			
SPO3224	threonine-phosphate decarboxylase (EC 4.1.1.81) (L-threonine-O-3-phosphate decarboxylase)				1.94799e+06	1.7749e+06	1.59212e+06	1.69317e+06		1.73293e+06	1.70831e+06	1.65841e+06		1.82883e+06		1.74005e+06		5.14546e+06	
SPO3225	Cobalamin biosynthesis protein CobD				879850	899508	1.00916e+06	973922		834698	1.03552e+06	1.02833e+06		1.06329e+06		845682			
SPO3226	Lytic murein transglycosylase				3.97041e+06	8.82766e+06	3.81702e+06	3.67624e+06	1.23788e+07	8.95168e+06	7.08099e+06	6.85474e+06	1.77018e+07	7.02723e+06	1.34089e+07	9.08237e+06	3.95604e+06	4.73973e+06	4.63635e+06
SPO3227	Lipoprotein											386798							
SPO3228	Chromosome partition protein Smc				4.33305e+06	2.86001e+06	4.01898e+06	4.10323e+06	4.2905e+07	3.0006e+06	2.46352e+06	2.51115e+06		2.52159e+06		2.97295e+06	5.25988e+07		5.19779e+06
SPO3229	"Lipoprotein, putative"				716056	87321.2	611688	622716		99246.2	174430	152708		188245		114733		102531	
SPO3230	"Aminotransferase, classes I and II"				804900	447346	964645	972139		449133	3.25364e+06	3.23792e+06	1.5741e+06	3.17184e+06	1.84237e+06	509802			
SPO3231	Pyruvate dehydrogenase complex repressor				2.0347e+06	4.03098e+06	2.46662e+06	2.41207e+06		4.25478e+06	2.5641e+06	2.47084e+06		2.56515e+06		4.09939e+06			1.33565e+06
SPO3232	"Membrane protein, putative"				537529	858924	506635	654261		678733	939400	866302		865533		519922			
SPO3233	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)				1.12246e+07	1.52181e+07	1.95869e+07	1.7328e+07		1.22848e+07	1.29817e+07	1.21302e+07		1.31479e+07		1.43007e+07	345869	201016	270086
SPO3234	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)				1.29218e+07	2.15126e+07	2.37874e+07	2.17046e+07		2.07709e+07	2.56163e+07	2.44393e+07		2.34677e+07		2.17779e+07	161215	180509	371911
SPO3236	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)				883709	2.21428e+06	1.35728e+06	1.21596e+06		2.19615e+06	2.34972e+06	1.83952e+06		1.91147e+06		2.27073e+06			
SPO3237	ATP synthase protein I				1.82451e+06	873724	1.39115e+06	1.34562e+06		735303	846202	863891		863644		799771	234048		359697
SPO3238	"Transcriptional regulator, ArsR family"				185307	345628	343019	350636		312668	391048	321528		373930		316104			
SPO3240	"Transcriptional regulator, LysR family"				2.80114e+06	3.46872e+06	3.35627e+06	3.30738e+06	3.36867e+07	3.24992e+06	4.15084e+06	4.18799e+06		4.05889e+06		3.7048e+06		874416	
SPO3241	Asp/Glu/Hydantoin racemase family protein				699242	696639	720602	805539		652700	546694	519746		536115		616098	1.2948e+06	1.11337e+06	1.13479e+06
SPO3242	YbaK/prolyl-tRNA synthetase domain protein				3.43792e+06	4.18178e+06	4.67725e+06	4.49847e+06		4.11068e+06	3.8028e+06	3.78135e+06		3.66144e+06	3.84118e+06	4.05073e+06	122675	1.28411e+07	303774
SPO3243	Quinolinate synthase (EC 2.5.1.72)				2.94233e+06	2.61124e+06	2.70957e+06	2.63874e+06	2.85469e+06	2.60601e+06	3.965e+06	4.00168e+06	5.708e+06	4.15077e+06	1.86463e+06	2.48481e+06		1.24409e+07	
SPO3244	L-aspartate oxidase (EC 1.4.3.16)				3.20389e+06	1.9168e+06	2.99037e+06	2.84797e+06		1.9803e+06	2.7885e+06	2.76183e+06		2.79574e+06		1.98768e+06			
SPO3245	nicotinate-nucleotide diphosphorylase (carboxylating) (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])				6.51484e+06	5.95538e+06	8.82282e+06	8.9962e+06	5.98812e+06	5.94128e+06	7.71576e+06	7.33107e+06	5.5029e+06	7.77331e+06	7.21809e+06	5.71761e+06	6.93508e+06	3.39868e+06	4.62298e+06
SPO3246	Signal recognition particle protein (EC 3.6.5.4) (Fifty-four homolog)				7.11222e+06	9.64713e+06	6.841e+06	6.70608e+06	6.65522e+06	1.04975e+07	9.29887e+06	9.36696e+06	7.18586e+06	9.46262e+06	8.95612e+06	1.0483e+07	143892	73900.3	187728
SPO3247	"Acetyltransferase, GNAT family"				2.52424e+06	4.27084e+06	2.64727e+06	2.5933e+06		4.26785e+06	3.98909e+06	3.99275e+06		4.12233e+06		4.09394e+06			
SPO3248	"Acetyltransferase, GNAT family"				1.60375e+06	2.51764e+06	1.98178e+06	1.94551e+06	1.18761e+06	2.67334e+06	2.13024e+06	2.13692e+06		2.34061e+06		2.79059e+06			
SPO3249	"Acetyltransferase, GNAT family"				1.87772e+06	2.99292e+06	1.91542e+06	2.01456e+06	7.44057e+06	2.92802e+06	3.10743e+06	2.86008e+06		3.01712e+06	1.32304e+07	2.93436e+06			
SPO3250	"Acetyltransferase, GNAT family"				2.05434e+06	2.75885e+06	1.97878e+06	2.0866e+06		2.91225e+06	2.96165e+06	3.02466e+06		2.99819e+06		2.80096e+06	67784.6		
SPO3251	N-acetyltransferase domain-containing protein				1.10325e+06	1.82904e+06	1.37254e+06	1.33619e+06		1.61293e+06	1.65782e+06	1.68375e+06		1.68033e+06		1.68498e+06			
SPO3252	chorismate mutase (EC 5.4.99.5)				1.4323e+06	2.26915e+06	1.8225e+06	1.85608e+06		1.81533e+06	1.13067e+06	1.01947e+06		1.1551e+06		1.8732e+06		460629	389680
SPO3253	Small ribosomal subunit protein bS16 (30S ribosomal protein S16)				7.85381e+07	6.84966e+07	3.61295e+07	3.50419e+07	2.86555e+07	7.72809e+07	7.06322e+07	7.33155e+07	2.44686e+07	7.13091e+07	1.80359e+07	7.87039e+07	4.62641e+06	7.64572e+06	4.85191e+06
SPO3254	Cobalamin biosynthesis protein BluB				225844	508205	247346	248349		524257	599198	589477	5.51935e+07	577640		510855			210674
SPO3255	Ribosome maturation factor RimM				1.40934e+06	2.32958e+06	2.52943e+06	2.74106e+06		2.38656e+06	2.14752e+06	2.12431e+06		2.15107e+06		2.55169e+06			
SPO3256	Large ribosomal subunit protein bL31 (50S ribosomal protein L31)				2.97827e+07	4.94003e+07	3.47588e+07	3.3018e+07	2.7157e+07	4.88556e+07	4.52016e+07	4.59964e+07	2.34174e+07	4.4769e+07	1.99927e+07	4.94535e+07	705286	422238	493880
SPO3257	Large ribosomal subunit protein bL19 (50S ribosomal protein L19)				3.19269e+07	4.10228e+07	2.67281e+07	2.56255e+07	1.56745e+07	4.2991e+07	4.53587e+07	4.33626e+07	1.1411e+07	4.07923e+07	1.39248e+07	4.24589e+07	6.75426e+07	4.36111e+07	6.13105e+07
SPO3258	"Glycosyl hydrolase, family 25"				2.95183e+06	8.04894e+06	2.8137e+06	2.89061e+06	1.22385e+06	7.61933e+06	5.93465e+06	6.50323e+06		6.40999e+06	4.37961e+06	7.86224e+06	9.02095e+06	1.01918e+07	7.27322e+06
SPO3259	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)				1.12335e+06	1.36253e+06	1.02243e+06	933726		1.26248e+06	1.39249e+06	1.39211e+06		1.39817e+06		1.35649e+06			
SPO3260	Methyltransferase-like protein				2.33771e+06	2.72103e+06	1.88869e+06	1.85646e+06	2.01801e+06	2.73697e+06	2.2165e+06	2.206e+06		2.26099e+06		2.70015e+06			
SPO3261	Glutathione S-transferase family protein				848011	1.31393e+06	765383	782595		1.19708e+06	1.17313e+06	1.26666e+06		1.24845e+06		1.36652e+06			
SPO3262	"Transcriptional regulator, MarR family"				648534	761854	741937	684699		649920	615376	539815		547250		695811			
SPO3270	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)				178631	140249	216755	218474		104094	160544	146382		79277.2		142819			
SPO3271	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)				944161	1.54485e+06	974447	1.08198e+06	5.37491e+06	1.59629e+06	1.69184e+06	1.73538e+06	1.14458e+07	1.65341e+06		1.70696e+06			
SPO3272	Glutamate synthase family protein				5.37243e+06	4.32176e+06	4.98454e+06	4.75863e+06		4.41171e+06	3.88606e+06	3.86917e+06		3.98014e+06		4.31997e+06			
SPO3273	DUF302 domain-containing protein				129339	311352	90919.6	126964		305068	124055	125085		120341		249829			
SPO3274	Uncharacterized protein				161660	338691	100129	102850		402693	47719.6	45250.6		60604.1		304306			
SPO3275	"Membrane protein, putative"					80285.6		89349.8				88723.1		89169.9					
SPO3276	Chaperone protein ClpB				4.71888e+06	3.67479e+06	4.3881e+06	4.83168e+06	7.2581e+07	3.60652e+06	3.8748e+06	3.94936e+06	1.35873e+08	3.98448e+06	1.43559e+08	3.70573e+06	1.92972e+06	694501	1.23769e+06
SPO3277	Uncharacterized protein				473650	154574	395578	433854		167890	179880	190210		225468		189813			
SPO3278	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)				4.39943e+06	6.92511e+06	5.68622e+06	5.67309e+06	5.03761e+06	6.44256e+06	6.04807e+06	5.76999e+06	8.1723e+06	6.18547e+06	7.61556e+06	6.77632e+06			3.36791e+07
SPO3279	NUDIX domain protein				515957	461827	463488	449135		463037	465433	505486		467371		439081			
SPO3280	DNA polymerase IV (Pol IV) (EC 2.7.7.7)				506461	493135	462860	465403		518168	532925	517856		527293		489612			
SPO3281	DinB family protein				487404	846191	504420	515774		837373	528036	560597		525250		809733			
SPO3282	N-formylglutamate amidohydrolase family protein				1.3425e+06	1.5063e+06	1.22994e+06	1.25475e+06		1.37445e+06	1.66767e+06	1.65126e+06		1.65645e+06		1.48585e+06			
SPO3284	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)				2.01389e+06	1.05501e+06	214520	265654		1.44819e+06	1.33306e+06	1.06559e+06		1.11925e+06		1.29689e+06			
SPO3286	Arylsulfatase (EC 3.1.6.1)				821932	518059	775740	775482		542402	513709	484263		499939		505480			
SPO3287	"Ferric iron ABC transporter, periplasmic ferric iron-binding protein"				3.61312e+06	2.64474e+06	5.50043e+06	5.67127e+06	6.33734e+07	2.55037e+06	1.66541e+07	1.63148e+07	5.94169e+07	1.76057e+07	6.40826e+07	2.6497e+06	7.3712e+06	1.73833e+07	1.25175e+07
SPO3288	"Ferric iron ABC transporter, permease protein"				445080	529192	490160	472506		456731	850984	783828		820755		475238			
SPO3289	"Phenylacetate-CoA ligase, putative"				389554	642894	448068	428069		658928	444223	408021		436824		683997	34918.9		
SPO3290	"Branched-chain amino acid ABC transporter, ATP-binding protein"				200698	829056	211736	189904	3.59043e+07	733262	368915	367802		356972		658303			
SPO3291	"Branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid binding protein, putative"				1.00989e+06	1.75987e+06	1.0694e+06	1.16241e+06		1.70844e+06	1.01723e+06	954093		1.02814e+06		1.72505e+06	4.42333e+07	4.09777e+07	4.40806e+07
SPO3292	"Branched-chain amino acid ABC transporter, permease protein"					126863	106215	83360.2		105126	98334.4	101942		67669.5		154112			
SPO3293	CcmD family protein				111554	189939	56977.6	99206.1		203588	67416.2	75074.3		65119.6		191796			
SPO3295	"Branched-chain amino acid ABC transporter, ATP-binding protein"				168767	516674	127295	155470		439104	229340	231155		210946		432070			
SPO3296	AMP-binding enzyme				549719	2.49609e+06	746721	689924		2.26731e+06	1.03761e+06	976868		1.05138e+06		2.2602e+06			4.79644e+06
SPO3297	histidine kinase (EC 2.7.13.3)				839140	1.11036e+06	780679	724002		1.02822e+06	1.03831e+06	1.05254e+06		1.05512e+06		1.0052e+06	481230		
SPO3298	DNA-binding response regulator				909805	1.33125e+06	1.10853e+06	1.16275e+06		1.16429e+06	1.28599e+06	1.21227e+06		1.23114e+06		1.2593e+06			
SPO3299	"Transcriptional regulator, TetR family"				544827	738467	604616	542327		752743	911356	881607		896906		771058			
SPO3300	Uncharacterized protein				755879	1.26106e+06	939499	906212		1.2429e+06	1.05122e+06	1.2804e+06		987387		1.17532e+06			
SPO3301	"Transcriptional regulator, LysR family"				627152	417740	513768	518808		360776	338585	379444		355569		351199			
SPO3302	DUF1330 domain-containing protein				3.73651e+06	1.86429e+06	2.89517e+06	3.10531e+06	4.56845e+06	1.75897e+06	2.52793e+06	2.61006e+06	5.70574e+06	2.65908e+06	5.79239e+06	1.92697e+06	1.61288e+06	1.47303e+06	1.32139e+06
SPO3303	"GDSL-like lipase/acylhydrolase, putative"				4.31508e+06	6.1131e+06	3.5967e+06	3.65177e+06		6.35033e+06	5.05556e+06	5.00365e+06		5.25013e+06		6.69114e+06	1.1607e+06	1.31351e+06	923845
SPO3304	"Amidase, hydantoinase/carbamoylase family"				2.32942e+06	2.57944e+06	2.18093e+06	2.1817e+06	2.72886e+06	2.5979e+06	2.70865e+06	2.69109e+06	2.56107e+06	2.72917e+06	2.94817e+06	2.68845e+06	7.88363e+06	6.60388e+06	1.0953e+07
SPO3305	Phosphoglycerate mutase family protein				2.54921e+06	2.83533e+06	2.2716e+06	2.30935e+06		2.67612e+06	3.24022e+06	3.14557e+06		3.31052e+06		2.71929e+06			
SPO3306	"Glutathione S-transferase, putative"				1.91021e+06	2.1969e+06	2.31974e+06	1.93017e+06		2.06313e+06	1.69538e+06	1.78116e+06	2.39539e+06	1.69953e+06		2.14047e+06		57824.7	
SPO3307	"Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)"				1.26873e+07	8.82531e+06	1.20604e+07	1.18546e+07	1.41753e+07	8.55237e+06	9.91296e+06	1.01474e+07	1.1212e+07	9.8085e+06	1.00868e+07	8.5709e+06	5.16669e+06	583075	132188
SPO3309	"Saccharopine dehydrogenase, putative"				8.16939e+06	7.37416e+06	8.86329e+06	9.01959e+06	1.3253e+06	7.33747e+06	7.86026e+06	7.81004e+06		7.5978e+06	1.76019e+06	7.273e+06	180427	155308	97441.3
